job_title,years_of_experience,location,education_level,company_size,skills,salary_usd
Java SSE,,Chennai,,,,22891.566265060243
Java SSE,,Chennai,,,,10698.795180722891
Java SSE,,Chennai,,,,10843.373493975903
Java SSE,,Chennai,,,,8433.734939759037
Java SSE - Contractor,,Chennai,,,,7228.915662650603
Java SSE,,Chennai,,,,13253.012048192772
Java SSE,,Chennai,,,,7228.915662650603
Java SSE,,Chennai,,,,6024.096385542169
Java SSE,,Chennai,,,,22891.566265060243
Java SSE,,Chennai,,,,16867.469879518074
Java SSE,,Chennai,,,,13253.012048192772
Java SSE,,Chennai,,,,30120.481927710844
Java SSE Contractor,,Chennai,,,,1445.7831325301204
Java SSE,,Chennai,,,,14457.831325301206
Java SSE,,Chennai,,,,6024.096385542169
Java SSE,,Chennai,,,,4819.277108433735
Java SSE,,Chennai,,,,6024.096385542169
Java SSE,,Chennai,,,,14168.674698795181
Java SSE,,Chennai,,,,1204.8192771084337
Sr. Java/J2EE Developer,,Chennai,,,,10843.373493975903
Sr. Java/J2EE Developer,,Chennai,,,,12048.192771084337
Java Developer Fresher,,Chennai,,,,2168.6746987951806
Java Lead Developer,,Chennai,,,,19277.10843373494
Java Lead Developer,,Chennai,,,,14457.831325301206
Java Lead Developer,,Chennai,,,,6024.096385542169
Java Lead Developer,,Chennai,,,,1204.8192771084337
Java Lead Developer,,Chennai,,,,1204.8192771084337
Java Backend Developer (),,Chennai,,,,4626.506024096386
Java Engineer,,Chennai,,,,8433.734939759037
Java Consultant,,Chennai,,,,9638.55421686747
Java Consultant,,Chennai,,,,9638.55421686747
Java Architect,,Chennai,,,,24096.385542168675
Java Architect,,Chennai,,,,16867.469879518074
Java Architect,,Chennai,,,,24096.385542168675
Java Architect,,Chennai,,,,24096.385542168675
Java Architect,,Chennai,,,,24096.385542168675
Java Senior Software Engineer,,Chennai,,,,5349.3975903614455
Java Trainee - Intern,,Chennai,,,,2168.6746987951806
Java Trainee,,Chennai,,,,4819.277108433735
Java Trainee,,Chennai,,,,3614.4578313253014
Java Trainee,,Chennai,,,,1445.7831325301204
Technical Lead - Java,,Chennai,,,,8433.734939759037
Technical Lead - Java,,Chennai,,,,11710.843373493975
Technical Lead - Java,,Chennai,,,,2409.6385542168673
Technical Lead - Java,,Chennai,,,,1204.8192771084337
Technical Lead - Java,,Chennai,,,,16867.469879518074
Java J2EE Developer,,Chennai,,,,14457.831325301206
Java Script Developer,,Chennai,,,,3759.0361445783133
Java Developer Associate,,Chennai,,,,4819.277108433735
Java Jee Developer,,Chennai,,,,2409.6385542168673
Java Tech Lead,,Chennai,,,,14457.831325301206
Java Tech Lead,,Chennai,,,,12048.192771084337
Java Tech Lead,,Chennai,,,,5783.1325301204815
Java Tech Lead,,Chennai,,,,16867.469879518074
Java Tech Lead,,Chennai,,,,13253.012048192772
Java Tech Lead,,Chennai,,,,7228.915662650603
Java Developer(Fresher),,Chennai,,,,2409.6385542168673
Java Lead,,Chennai,,,,8433.734939759037
Java Lead,,Chennai,,,,6939.759036144578
Java Lead,,Chennai,,,,12048.192771084337
Java Spring Boot Developer,,Chennai,,,,6024.096385542169
Java Spring Boot Developer,,Chennai,,,,14457.831325301206
Java Spring Boot Developer,,Chennai,,,,6795.180722891566
Java Spring Boot Developer,,Chennai,,,,3614.4578313253014
Team Lead/Senior Java Developer,,Chennai,,,,8963.855421686747
Java Devlopers,,Chennai,,,,9638.55421686747
Java Devlopers,,Chennai,,,,4819.277108433735
Java Devlopers,,Chennai,,,,3614.4578313253014
Java Devlopers,,Chennai,,,,1734.9397590361446
Java Devlopers,,Chennai,,,,2409.6385542168673
Junior Java Developer/Software Engineer,,Chennai,,,,3903.614457831325
Senior Java Programmer,,Chennai,,,,10843.373493975903
Senior Java Programmer,,Chennai,,,,13155.469879518072
Senior Java Programmer,,Chennai,,,,7084.3373493975905
Java Fresher,,Chennai,,,,2891.5662650602408
Java Fresher,,Chennai,,,,2024.0963855421687
Java Fresher,,Chennai,,,,3614.4578313253014
Technical Java Lead Developer,,Chennai,,,,15662.650602409638
Technical Java Lead Developer,,Chennai,,,,9638.55421686747
Java Technical Lead,,Chennai,,,,19277.10843373494
Java Technical Lead,,Chennai,,,,22891.566265060243
Java Technical Lead,,Chennai,,,,10843.373493975903
Java Technical Lead,,Chennai,,,,19277.10843373494
Java Developer(Java Microservice Developer),,Chennai,,,,6024.096385542169
Java Programmer Analyst,,Chennai,,,,7228.915662650603
Junior Java Programmer,,Chennai,,,,2168.6746987951806
Junior Java Programmer,,Chennai,,,,3614.4578313253014
"Junior Software Developer, Java Trainer",,Chennai,,,,2602.409638554217
Java Trainer,,Chennai,,,,7662.650602409639
Java Trainer,,Chennai,,,,2168.6746987951806
Senior Software JAVA Developer,,Chennai,,,,18072.289156626506
Java With Spring Boot Developer,,Chennai,,,,12048.192771084337
Fresher - Java Developer,,Chennai,,,,2168.6746987951806
Fresher - Java Developer,,Chennai,,,,2168.6746987951806
Java Delevoper,,Chennai,,,,1204.8192771084337
Java Team Leader,,Chennai,,,,10843.373493975903
Freshers Java Applications Developer,,Chennai,,,,2168.6746987951806
Senior Associate - Java Developer,,Chennai,,,,12048.192771084337
Java Production Support,,Chennai,,,,5638.55421686747
Java Devloper- Entry Level,,Chennai,,,,4819.277108433735
Java Devloper- Entry Level,,Chennai,,,,3614.4578313253014
Java Full Stack Engineer - Intern,,Chennai,,,,1734.9397590361446
Java and J2EE Developer,,Chennai,,,,18072.289156626506
Techlead Java,,Chennai,,,,3614.4578313253014
Java Andriod Developer,,Chennai,,,,1204.8192771084337
Java Deceloper,,Chennai,,,,4819.277108433735
Java/J2EE Programmer,,Chennai,,,,8433.734939759037
Java SOA Developer,,Chennai,,,,14457.831325301206
Junior Java Developr,,Chennai,,,,3614.4578313253014
PL/SQL - Java Developer,,Chennai,,,,12048.192771084337
Senior Core Java Developer,,Chennai,,,,12048.192771084337
Technical Lead - Java/J2EE,,Chennai,,,,6939.759036144578
Senior Java Develoiper,,Chennai,,,,9253.012048192772
"SQL Developer, Java Developer",,Chennai,,,,2168.6746987951806
"Project Engineer, Java Fresher",,Chennai,,,,4819.277108433735
Java Manager,,Chennai,,,,12048.192771084337
"Tester-Java, Selenium",,Chennai,,,,4819.277108433735
"Tester-Java, Selenium",,Chennai,,,,4048.1927710843374
Java Programmer/Oracle,,Chennai,,,,3614.4578313253014
Java Devoleper,,Chennai,,,,3614.4578313253014
Java Deveploer,,Chennai,,,,1445.7831325301204
"Oracle ADF/Java Developer, Database, Weblogic Some Ops/Administrative",,Chennai,,,,16867.469879518074
Java Developer/Mobile App Developer,,Chennai,,,,7228.915662650603
Java and Dot Net Developer,,Chennai,,,,3614.4578313253014
Java/Big Data Developer,,Chennai,,,,8674.698795180722
Java Developer,,Hyderabad,,,,2409.6385542168673
Java Developer,,Hyderabad,,,,1590.3614457831325
Java Developer,,Hyderabad,,,,7807.22891566265
Java Developer,,Hyderabad,,,,2746.987951807229
Java Developer,,Hyderabad,,,,1204.8192771084337
Java Developer,,Hyderabad,,,,3614.4578313253014
Java Developer,,Hyderabad,,,,4819.277108433735
Java Developer,,Hyderabad,,,,7228.915662650603
Java Developer,,Hyderabad,,,,7228.915662650603
Java Developer,,Hyderabad,,,,4626.506024096386
Java Developer,,Hyderabad,,,,4819.277108433735
Java Developer,,Hyderabad,,,,7228.915662650603
Java Developer,,Hyderabad,,,,1879.5180722891566
Java Developer,,Hyderabad,,,,1879.5180722891566
Java Developer,,Hyderabad,,,,3759.0361445783133
Java Developer,,Hyderabad,,,,6024.096385542169
Java Developer,,Hyderabad,,,,1879.5180722891566
Java Developer,,Hyderabad,,,,56626.50602409639
Java Developer,,Hyderabad,,,,1204.8192771084337
Java Developer,,Hyderabad,,,,3903.614457831325
Java Developer,,Hyderabad,,,,6024.096385542169
Java Developer,,Hyderabad,,,,4819.277108433735
Java Developer,,Hyderabad,,,,2746.987951807229
Java Developer,,Hyderabad,,,,1734.9397590361446
Java Developer,,Hyderabad,,,,10843.373493975903
Java Developer,,Hyderabad,,,,8433.734939759037
Java Developer,,Hyderabad,,,,6795.180722891566
Java Developer,,Hyderabad,,,,7228.915662650603
Java Developer,,Hyderabad,,,,6024.096385542169
Java Developer,,Hyderabad,,,,3614.4578313253014
Java Developer,,Hyderabad,,,,6072.289156626506
Java Developer,,Hyderabad,,,,4819.277108433735
Java Developer,,Hyderabad,,,,1445.7831325301204
Java Developer,,Hyderabad,,,,3180.722891566265
Java Developer,,Hyderabad,,,,1879.5180722891566
Java Developer,,Hyderabad,,,,2409.6385542168673
Java Developer,,Hyderabad,,,,2602.409638554217
Java Developer,,Hyderabad,,,,2313.253012048193
Java Developer,,Hyderabad,,,,1445.7831325301204
Java Developer,,Hyderabad,,,,31325.301204819276
Java Developer,,Hyderabad,,,,4819.277108433735
Java Developer,,Hyderabad,,,,3180.722891566265
Java Developer,,Hyderabad,,,,3614.4578313253014
Java Developer,,Hyderabad,,,,1590.3614457831325
Java Developer,,Hyderabad,,,,1879.5180722891566
Java Developer - Intern,,Hyderabad,,,,6072.289156626506
Java Developer,,Hyderabad,,,,5783.1325301204815
Java Developer,,Hyderabad,,,,3614.4578313253014
Java Developer,,Hyderabad,,,,2409.6385542168673
Java Developer,,Hyderabad,,,,6024.096385542169
Java Developer,,Hyderabad,,,,4819.277108433735
Java Developer,,Hyderabad,,,,7228.915662650603
Java Developer,,Hyderabad,,,,4771.084337349397
Java Developer,,Hyderabad,,,,4337.349397590361
Java Developer - Intern,,Hyderabad,,,,1012.0481927710844
Java Developer - Intern,,Hyderabad,,,,1879.5180722891566
Java Developer,,Hyderabad,,,,3614.4578313253014
Java Developer,,Hyderabad,,,,1879.5180722891566
Java Developer,,Hyderabad,,,,7662.650602409639
Java Developer,,Hyderabad,,,,4819.277108433735
Java Developer,,Hyderabad,,,,7228.915662650603
Java Developer,,Hyderabad,,,,9638.55421686747
Java Developer - Contractor,,Hyderabad,,,,3036.144578313253
Java Developer,,Hyderabad,,,,12048.192771084337
Java Developer,,Hyderabad,,,,2409.6385542168673
Java Developer - Contractor,,Hyderabad,,,,2409.6385542168673
Java Developer,,Hyderabad,,,,2409.6385542168673
Java Developer,,Hyderabad,,,,6024.096385542169
Java Developer,,Hyderabad,,,,6072.289156626506
Java Developer,,Hyderabad,,,,2409.6385542168673
Java Developer,,Hyderabad,,,,6939.759036144578
Java Developer,,Hyderabad,,,,10843.373493975903
Java Developer,,Hyderabad,,,,4819.277108433735
Java Developer,,Hyderabad,,,,3614.4578313253014
Java Developer,,Hyderabad,,,,2409.6385542168673
Java Developer,,Hyderabad,,,,9108.43373493976
Java Developer,,Hyderabad,,,,4048.1927710843374
Java Developer,,Hyderabad,,,,1445.7831325301204
Java Developer,,Hyderabad,,,,2891.5662650602408
Java Developer,,Hyderabad,,,,4819.277108433735
Java Developer,,Hyderabad,,,,8096.385542168675
Java Developer,,Hyderabad,,,,3325.3012048192772
Java Developer,,Hyderabad,,,,8433.734939759037
Java Developer,,Hyderabad,,,,3469.879518072289
Java Developer,,Hyderabad,,,,3469.879518072289
Java Developer,,Hyderabad,,,,37349.39759036145
Java Developer,,Hyderabad,,,,7228.915662650603
Java Developer,,Hyderabad,,,,8674.698795180722
Java Developer,,Hyderabad,,,,6072.289156626506
Java Developer,,Hyderabad,,,,6024.096385542169
Java Developer,,Hyderabad,,,,12048.192771084337
Java Developer,,Hyderabad,,,,3614.4578313253014
Java Developer,,Hyderabad,,,,1590.3614457831325
Java Developer,,Hyderabad,,,,5060.240963855422
Java Developer,,Hyderabad,,,,6024.096385542169
Java Developer,,Hyderabad,,,,3614.4578313253014
Java Developer,,Hyderabad,,,,2313.253012048193
Java Developer,,Hyderabad,,,,6024.096385542169
Java Developer,,Hyderabad,,,,7228.915662650603
Java Developer,,Hyderabad,,,,4192.77108433735
Java Developer,,Hyderabad,,,,6024.096385542169
Java Developer,,Hyderabad,,,,7518.0722891566265
Java Developer - Contractor,,Hyderabad,,,,20481.927710843374
Java Developer,,Hyderabad,,,,7373.493975903614
Java Developer,,Hyderabad,,,,3614.4578313253014
Java Developer,,Hyderabad,,,,12048.192771084337
Java Developer,,Hyderabad,,,,3614.4578313253014
Java Developer,,Hyderabad,,,,3614.4578313253014
Java Developer,,Hyderabad,,,,5349.3975903614455
Java Developer,,Hyderabad,,,,5349.3975903614455
Java Developer,,Hyderabad,,,,1012.0481927710844
Java Developer,,Hyderabad,,,,3614.4578313253014
Java Developer,,Hyderabad,,,,4819.277108433735
Java Developer,,Hyderabad,,,,4819.277108433735
Java Developer,,Hyderabad,,,,4819.277108433735
Java Developer,,Hyderabad,,,,4819.277108433735
Java Developer,,Hyderabad,,,,10843.373493975903
Java Developer,,Hyderabad,,,,1734.9397590361446
Java Developer,,Hyderabad,,,,4048.1927710843374
Java Developer,,Hyderabad,,,,1156.6265060240964
Java Developer,,Hyderabad,,,,3614.4578313253014
Java Developer,,Hyderabad,,,,8433.734939759037
Java Developer,,Hyderabad,,,,4819.277108433735
Java Developer,,Hyderabad,,,,5638.55421686747
Java Developer,,Hyderabad,,,,13253.012048192772
Java Developer,,Hyderabad,,,,7228.915662650603
Java Developer,,Hyderabad,,,,10987.951807228916
Java Developer,,Hyderabad,,,,1879.5180722891566
Java Developer,,Hyderabad,,,,1734.9397590361446
Java Developer,,Hyderabad,,,,3759.0361445783133
Java Developer,,Hyderabad,,,,3036.144578313253
Java Developer,,Hyderabad,,,,4048.1927710843374
Java Developer,,Hyderabad,,,,6024.096385542169
Java Developer,,Hyderabad,,,,13253.012048192772
Java Developer,,Hyderabad,,,,3614.4578313253014
Java Developer,,Hyderabad,,,,6795.180722891566
Java Developer,,Hyderabad,,,,3614.4578313253014
Java Developer,,Hyderabad,,,,3469.879518072289
Java Developer,,Hyderabad,,,,9638.55421686747
Java Developer,,Hyderabad,,,,2891.5662650602408
Java Developer,,Hyderabad,,,,2746.987951807229
Java Developer - Intern,,Hyderabad,,,,8433.734939759037
Java Developer,,Hyderabad,,,,1879.5180722891566
Java Developer,,Hyderabad,,,,4819.277108433735
Java Developer,,Hyderabad,,,,6650.6024096385545
Java Developer,,Hyderabad,,,,3614.4578313253014
Java Developer,,Hyderabad,,,,16867.469879518074
Java Developer,,Hyderabad,,,,3614.4578313253014
Java Developer,,Hyderabad,,,,1301.2048192771085
Java Developer,,Hyderabad,,,,8433.734939759037
Java Developer,,Hyderabad,,,,10843.373493975903
Java Developer,,Hyderabad,,,,3614.4578313253014
Java Developer,,Hyderabad,,,,2024.0963855421687
Java Developer - Intern,,Hyderabad,,,,2024.0963855421687
Java Developer,,Hyderabad,,,,4337.349397590361
Java Developer,,Hyderabad,,,,4819.277108433735
Java Developer,,Hyderabad,,,,3614.4578313253014
Java Developer,,Hyderabad,,,,3759.0361445783133
Java Developer,,Hyderabad,,,,2409.6385542168673
Java Developer Contractor,,Hyderabad,,,,5493.975903614458
Java Developer,,Hyderabad,,,,4819.277108433735
Java Developer,,Hyderabad,,,,3614.4578313253014
Java Developer Contractor,,Hyderabad,,,,4771.084337349397
Java Developer,,Hyderabad,,,,4337.349397590361
Java Developer,,Hyderabad,,,,3614.4578313253014
Java Developer,,Hyderabad,,,,3614.4578313253014
Java Developer,,Hyderabad,,,,7228.915662650603
Java Developer,,Hyderabad,,,,8433.734939759037
Java Developer,,Hyderabad,,,,18072.289156626506
Java Developer,,Hyderabad,,,,3614.4578313253014
Java Developer,,Hyderabad,,,,3469.879518072289
Java Developer,,Hyderabad,,,,1590.3614457831325
Java Developer,,Hyderabad,,,,7228.915662650603
Java Developer,,Hyderabad,,,,4819.277108433735
Java Developer,,Hyderabad,,,,6024.096385542169
Java Developer,,Hyderabad,,,,6024.096385542169
Java Developer,,Hyderabad,,,,2409.6385542168673
Java Developer,,Hyderabad,,,,3614.4578313253014
Java Developer,,Hyderabad,,,,2457.8313253012047
Java Developer,,Hyderabad,,,,4481.9277108433735
Java Developer - Contractor,,Hyderabad,,,,7228.915662650603
Java Developer,,Hyderabad,,,,3614.4578313253014
Java Developer,,Hyderabad,,,,12048.192771084337
Java Developer,,Hyderabad,,,,9638.55421686747
Java Developer,,Hyderabad,,,,7084.3373493975905
Java Developer,,Hyderabad,,,,3614.4578313253014
Java Developer,,Hyderabad,,,,3325.3012048192772
Java Developer,,Hyderabad,,,,3614.4578313253014
Java Developer,,Hyderabad,,,,6216.8674698795185
Java Developer,,Hyderabad,,,,8433.734939759037
Java Developer,,Hyderabad,,,,2602.409638554217
Java Developer - Intern,,Hyderabad,,,,3614.4578313253014
Java Developer,,Hyderabad,,,,6024.096385542169
Java Developer,,Hyderabad,,,,3614.4578313253014
Java Developer,,Hyderabad,,,,5493.975903614458
Java Developer,,Hyderabad,,,,7228.915662650603
Java Developer,,Hyderabad,,,,4819.277108433735
Java Developer,,Hyderabad,,,,3614.4578313253014
Java Developer,,Hyderabad,,,,4819.277108433735
Java Developer,,Hyderabad,,,,4819.277108433735
Java Developer,,Hyderabad,,,,8433.734939759037
Java Developer,,Hyderabad,,,,13253.012048192772
Java Developer,,Hyderabad,,,,1734.9397590361446
Java Developer,,Hyderabad,,,,2409.6385542168673
Java Developer,,Hyderabad,,,,5783.1325301204815
Java Developer Contractor,,Hyderabad,,,,4048.1927710843374
Java Developer,,Hyderabad,,,,8433.734939759037
Java Developer,,Hyderabad,,,,3469.879518072289
Java Developer - Contractor,,Hyderabad,,,,7228.915662650603
Java Developer,,Hyderabad,,,,3180.722891566265
Java Developer,,Hyderabad,,,,2746.987951807229
Java Developer,,Hyderabad,,,,3180.722891566265
Java Developer,,Hyderabad,,,,1590.3614457831325
Java Developer,,Hyderabad,,,,3759.0361445783133
Java Developer,,Hyderabad,,,,6024.096385542169
Java Developer,,Hyderabad,,,,4337.349397590361
Java Developer,,Hyderabad,,,,4819.277108433735
Java Developer,,Hyderabad,,,,3614.4578313253014
Java Developer,,Hyderabad,,,,1590.3614457831325
Java Developer,,Hyderabad,,,,12048.192771084337
Java Developer,,Hyderabad,,,,3614.4578313253014
